"Name","X_Coord","Y_Coord"
190,-157.749042062999,21.310992937
191,-157.748947759999,21.311168385
192,-157.748765074999,21.311383831
193,-157.748547847999,21.311720974
194,-157.748524223999,21.311793071
195,-157.748342576999,21.312044649
196,-157.748271681999,21.312166076
197,-157.748231349,21.312238051
198,-157.748172364999,21.312373109
199,-157.748112714,21.312575923
200,-157.748089289,21.312638987
201,-157.748042413999,21.312778655
202,-157.748019859999,21.31286882
203,-157.747948957,21.312994763
204,-157.747942445999,21.313044401
205,-157.747843294,21.313368871
206,-157.747807496999,21.313472489
207,-157.747766466999,21.313630275
208,-157.747743262999,21.313670747
209,-157.747679075,21.313841907
210,-157.747678623,21.313891597
211,-157.747578557999,21.314319942
212,-157.747503029999,21.314572315
213,-157.747467666999,21.31474369
214,-157.747426651,21.314892442
215,-157.747402757,21.31501422
216,-157.747426921999,21.315163447
217,-157.74745612,21.315267562
218,-157.747550276999,21.315394733
219,-157.747620412,21.315503652
220,-157.747637923,21.315571543
221,-157.747625733,21.3157205
222,-157.747596635,21.315878379
223,-157.747526168,21.315963664
224,-157.747438402,21.316071418
225,-157.747385917999,21.316161355
226,-157.747350747,21.316328213
227,-157.747350221999,21.316526955
228,-157.747121679,21.317460231
229,-157.747050288999,21.317653918
230,-157.747027059,21.317816354
231,-157.747010147999,21.318254353
232,-157.746956759999,21.318443659
233,-157.746915677999,21.318736946
234,-157.746868594,21.318890163
235,-157.746833033,21.318962167
236,-157.746792706,21.319029626
237,-157.746745026,21.319101536
238,-157.746592386999,21.319348813
239,-157.746093043,21.31983291
240,-157.746011111,21.319963277
241,-157.745952106,21.320107378
242,-157.745952262999,21.320229331
243,-157.745940776999,21.320287962
244,-157.745893289,21.320355367
245,-157.745852508,21.320472494
246,-157.745875758,21.320725608
247,-157.74589935,21.320779991
248,-157.745987219999,21.320934219
249,-157.746069483,21.321038715
250,-157.746122743,21.321138478
251,-157.746216656,21.321301791
252,-157.746211198999,21.321378529
253,-157.746240524999,21.322047233
254,-157.746258065,21.322097058
255,-157.746293562,21.322169589
256,-157.746334045999,21.322224094
257,-157.746381867999,21.322283169
258,-157.746428642,21.322310618
259,-157.746510666999,21.322446728
260,-157.746569986999,21.322546543
261,-157.746593087,21.322673187
262,-157.746570448,21.322916928
263,-157.746546542,21.32304321
264,-157.755195985,21.30614244
265,-157.754922313,21.306316564
266,-157.754882022,21.306365959
267,-157.754763910999,21.306509622
268,-157.754675902999,21.306658017
269,-157.75462883,21.306811246
270,-157.754617287999,21.306906009
271,-157.754617037999,21.307497709
272,-157.754593371999,21.307596905
273,-157.754611049,21.307786737
274,-157.754600087,21.30808477
275,-157.754552514,21.308427698
276,-157.754541708999,21.3088522
277,-157.754564617,21.308987865
278,-157.754594241,21.309060354
279,-157.754623901999,21.309110261
280,-157.754676447999,21.309309392
281,-157.754718013999,21.309377457
282,-157.754735748,21.309422754
283,-157.754735818,21.309711824
284,-157.754724116,21.309793048
285,-157.754699805,21.309838036
286,-157.754694389999,21.309892192
287,-157.754652958999,21.309964157
288,-157.754653389999,21.310036431
289,-157.754636011,21.31010857
290,-157.754694575,21.310443245
291,-157.754730216,21.310651287
292,-157.754729529999,21.310732581
293,-157.754777361,21.310787138
294,-157.754789071999,21.311252461
295,-157.754730706999,21.311459795
296,-157.754659373,21.311626388
297,-157.754630055999,21.311811366
298,-157.755862068999,21.303604412
299,-157.755802722999,21.303631069
300,-157.755450368999,21.303980777
301,-157.754992085999,21.304325167
302,-157.754575394,21.304719556
303,-157.754346391,21.304862399
304,-157.753911996999,21.305080503
305,-157.753776571999,21.305147253
306,-157.753411994999,21.305225848
307,-157.753265539,21.30530155
308,-157.753018311999,21.305471345
309,-157.752836070999,21.30564615
310,-157.752801602,21.3057272
311,-157.752766046,21.305799205
312,-157.752713548,21.306011107
313,-157.752678198,21.306069563
314,-157.752665820999,21.306114633
315,-157.752589973999,21.306236022
316,-157.752571759999,21.30625848
317,-157.755862068999,21.303604412
318,-157.755908922,21.303916412
319,-157.755897605999,21.304097008
320,-157.755868112,21.304169054
321,-157.755774008999,21.304340002
322,-157.755591772999,21.304514799
323,-157.755510054,21.304636148
324,-157.75542207,21.304771006
325,-157.755392953,21.304946941
326,-157.755386136999,21.305181772
327,-157.755422258,21.305322058
328,-157.755445852,21.305376429
329,-157.755486071,21.305480623
330,-157.755469352,21.305597928
331,-157.755445253,21.305737771
332,-157.755369142,21.305908852
333,-157.755298046999,21.306043831
334,-157.755228695999,21.306124616
335,-157.755195985,21.30614244
336,-157.752329562,21.294133518
337,-157.752169906,21.294204599
338,-157.751770496999,21.294269386
339,-157.751616898999,21.294340517
340,-157.751505334,21.294416474
341,-157.75142862,21.294510754
342,-157.751329983,21.294650047
343,-157.750882735999,21.295102927
344,-157.750712018,21.295201023
345,-157.750659796,21.295250325
346,-157.750565341999,21.295303822
347,-157.750424493999,21.29543376
348,-157.750313158,21.295482618
349,-157.750277847999,21.295518492
350,-157.750219552,21.295576775
351,-157.750107955,21.295670808
352,-157.749867201999,21.295930991
353,-157.749707875,21.296241472
354,-157.749696561999,21.296309137
355,-157.749690587999,21.29658462
356,-157.749667181999,21.296638653
357,-157.749660656999,21.296697314
358,-157.749614264,21.296773754
359,-157.749567175,21.296936017
360,-157.749526640999,21.29702153
361,-157.749466815,21.29711594
362,-157.749444256999,21.297210621
363,-157.749367089999,21.297354588
364,-157.749243744,21.29755693
365,-157.749038081999,21.297799301
366,-157.748973895,21.297974978
367,-157.748962382,21.298051675
368,-157.748903151999,21.298227391
369,-157.748861782999,21.298263223
370,-157.748797184,21.298357593
371,-157.748738879999,21.298420391
372,-157.748674058,21.298537343
373,-157.748668618,21.298605059
374,-157.748532868,21.298974423
375,-157.748503585999,21.299028404
376,-157.748327665,21.299591696
377,-157.748169767999,21.300028655
378,-157.748098663,21.300168147
379,-157.748087387999,21.300213229
380,-157.74807501,21.300258299
381,-157.748011042999,21.300411394
382,-157.747976098,21.300555671
383,-157.747851843,21.300857371
384,-157.747840566999,21.300902454
385,-157.747764007,21.301118695
386,-157.747693282999,21.301357558
387,-157.747711624,21.30147513
388,-157.747734516999,21.301615323
389,-157.747705034999,21.301678336
390,-157.747629807,21.301759076
391,-157.747376320999,21.30194238
392,-157.747264712,21.302040914
393,-157.747123659,21.302179882
394,-157.747082876999,21.302301536
395,-157.747029343,21.302364373
396,-157.746930485,21.302521727
397,-157.746871281,21.302679367
398,-157.746865855999,21.30273805
399,-157.746824217,21.302823561
400,-157.746818300999,21.302954496
401,-157.746788603999,21.303035585
402,-157.746730216,21.303251949
403,-157.746695254,21.30340526
404,-157.746653573,21.303621758
405,-157.746572474999,21.303806344
406,-157.746542895999,21.304031968
407,-157.746519232999,21.304126636
408,-157.74648947,21.30435226
409,-157.746466416999,21.304519213
410,-157.746477851,21.304596074
411,-157.746478031999,21.304704488
412,-157.746542698,21.304894673
413,-157.746683593,21.305062842
414,-157.746742675999,21.305189756
415,-157.746772475999,21.305370649
416,-157.746713255,21.305537333
417,-157.746671853999,21.30559122
418,-157.746531027,21.305703099
419,-157.746448469,21.305774752
420,-157.746384094999,21.305842024
421,-157.746319432,21.306076412
422,-157.746296214,21.306125917
423,-157.746284722,21.306189075
424,-157.746296908999,21.306469207
425,-157.746214046,21.306717009
426,-157.746184563,21.306780021
427,-157.746143176,21.306824886
428,-157.745925956999,21.307157511
429,-157.745908391999,21.307229649
430,-157.745849875999,21.307305995
431,-157.745844419,21.307382743
432,-157.745821000999,21.307441281
433,-157.745785130999,21.307693961
434,-157.745761861999,21.307878969
435,-157.745744257,21.307973689
436,-157.745749724,21.308317007
437,-157.745773893,21.308461729
438,-157.745797490999,21.308511596
439,-157.745796815,21.308583857
440,-157.745820376,21.308656295
441,-157.745821008,21.30871502
442,-157.745861853999,21.30887793
443,-157.745891510999,21.308927837
444,-157.745950341999,21.309095398
445,-157.745974124,21.309145265
446,-157.74597953,21.309204019
447,-157.745979599,21.309484067
448,-157.745932755,21.309605669
449,-157.745867671,21.309763267
450,-157.745767537,21.309911575
451,-157.745756846,21.31004248
452,-157.745709303,21.310249903
453,-157.745703185999,21.31038988
454,-157.745680526,21.310647162
455,-157.745679695999,21.311022052
456,-157.745674847999,21.311171075
457,-157.745650702,21.311758081
458,-157.745621379999,21.311938531
459,-157.745598578999,21.312064826
460,-157.745563218999,21.312127797
461,-157.74555171,21.312199988
462,-157.745509854,21.312303554
463,-157.745439194999,21.312393365
464,-157.745398415,21.312510503
465,-157.745098350999,21.313072862
466,-157.745093109,21.313131535
467,-157.745039579,21.313189855
468,-157.744958308999,21.313257003
469,-157.744840447999,21.313355496
470,-157.744681587999,21.313485293
471,-157.74461701,21.313561597
472,-157.744522469,21.313764141
473,-157.744494014999,21.313867813
474,-157.744494163,21.313994293
475,-157.744517553999,21.314057698
476,-157.74451715,21.314396458
477,-157.744517274999,21.314536477
478,-157.744458086999,21.314680577
479,-157.744405833999,21.314743415
480,-157.744112373,21.315093534
481,-157.744052750999,21.315169877
482,-157.743918581,21.315354058
483,-157.743912077,21.315399179
484,-157.743882869,21.315724175
485,-157.743871328,21.31581442
486,-157.743865878,21.315886652
487,-157.74381796,21.315990176
488,-157.743736382,21.316233473
489,-157.743712953999,21.316296537
490,-157.743659823999,21.316440668
491,-157.743653904,21.316571612
492,-157.743677797,21.316874419
493,-157.743754335999,21.317100828
494,-157.743777712999,21.317173276
495,-157.743812319999,21.317227741
496,-157.743817933,21.317272946
497,-157.743836759,21.317322773
498,-157.743854274999,21.317386136
499,-157.743889308,21.317512874
500,-157.743930471999,21.317915175
501,-157.743918024,21.318104789
502,-157.743930898999,21.318303616
503,-157.743877983,21.318429692
504,-157.743860407,21.318506347
505,-157.743841736999,21.318578484
506,-157.743825208,21.318686755
507,-157.743801735,21.318880805
508,-157.743754424,21.319056602
509,-157.743713412,21.319200837
510,-157.743619319999,21.319353702
511,-157.743554722999,21.319439038
512,-157.743531493999,21.319493069
513,-157.743524989,21.319538191
514,-157.743477737999,21.31957397
515,-157.743431119,21.319668474
516,-157.743419816999,21.319727104
517,-157.743424825,21.320120101
518,-157.743443157,21.320242201
519,-157.743466441,21.320472722
520,-157.755407138,21.292954846
521,-157.755143022999,21.293138085
522,-157.754842784999,21.293293955
523,-157.75472557,21.293347282
524,-157.754601474999,21.293341852
525,-157.754490804,21.293322956
526,-157.754379083999,21.293272444
527,-157.754278609,21.293194915
528,-157.753985414999,21.293088852
529,-157.753696966,21.293000893
530,-157.753402843999,21.293012266
531,-157.75326268,21.293065429
532,-157.753180329,21.293128053
533,-157.753033598,21.293375391
534,-157.752927857,21.293483005
535,-157.752874114,21.29356391
536,-157.752821909,21.29360418
537,-157.752751254,21.293698512
538,-157.752715899999,21.293761485
539,-157.752675130999,21.293878616
540,-157.752586079999,21.293995395
541,-157.752527984,21.294044645
542,-157.752329562,21.294133518
543,-157.755407138,21.292954846
544,-157.755231162,21.293680767
545,-157.755196027,21.293834081
546,-157.755189198,21.294077937
547,-157.755166486,21.294488804
548,-157.755184211999,21.294538618
549,-157.755189984999,21.294710305
550,-157.755224817999,21.294850591
551,-157.755260047999,21.294972802
552,-157.755336742999,21.29544313
553,-157.755384104,21.295556401
554,-157.755389498999,21.295624188
555,-157.755448524999,21.295900164
556,-157.75545445,21.296202839
557,-157.755489874999,21.296428939
558,-157.755507349999,21.296519411
559,-157.755530964999,21.296560233
560,-157.755548691,21.296610048
561,-157.755572282999,21.296664431
562,-157.755601258,21.296795632
563,-157.755648642,21.296895353
564,-157.755649462999,21.296954078
565,-157.755672849999,21.297022008
566,-157.755677979,21.297139475
567,-157.755713224999,21.297252662
568,-157.755713885,21.297297837
569,-157.755795586,21.297628169
570,-157.755831018999,21.29784975
571,-157.755837258,21.297962723
572,-157.755860608,21.298053224
573,-157.755954242999,21.298383649
574,-157.756001622,21.298487886
575,-157.756019772,21.298614489
576,-157.756066464,21.29880003
577,-157.756101433999,21.299080334
578,-157.756090561999,21.299215755
579,-157.756160778,21.299609235
580,-157.756160685999,21.299776363
581,-157.756096442,21.300101094
582,-157.756096143,21.30028176
583,-157.756073351999,21.300408067
584,-157.756032341,21.300561338
585,-157.756025582,21.300651624
586,-157.755996511999,21.30080046
587,-157.755944204,21.301012364
588,-157.755902735,21.301219831
589,-157.755902214999,21.301423079
590,-157.755920822,21.301495486
591,-157.755949396,21.301536358
592,-157.756002247999,21.301550297
593,-157.756090339999,21.301681939
594,-157.756337346,21.301972842
595,-157.756361563,21.302094971
596,-157.756338142,21.302158037
597,-157.756326167999,21.302293457
598,-157.756325483,21.302374751
599,-157.756284462999,21.302532539
600,-157.756249982,21.302622611
601,-157.756197111999,21.302730627
602,-157.756138579,21.302820535
603,-157.756115165,21.302879074
604,-157.756056397,21.303000598
605,-157.756009159999,21.303031864
606,-157.755920478,21.303257048
607,-157.755891405999,21.303405884
608,-157.75588594,21.303491667
609,-157.755862068999,21.303604412
610,-157.751225379,21.279346103
611,-157.751248946,21.279414035
612,-157.751290264,21.279513717
613,-157.751313831,21.279581638
614,-157.751349535,21.279636104
615,-157.751361199999,21.279685878
616,-157.751408591999,21.279776567
617,-157.751431094999,21.279821905
618,-157.751472199999,21.279939652
619,-157.751519806999,21.280012277
620,-157.751584914,21.280157297
621,-157.751602208999,21.280243243
622,-157.751666284,21.280347615
623,-157.751677926,21.280410937
624,-157.751695465,21.280460752
625,-157.751742826999,21.280569508
626,-157.751790432999,21.280642132
627,-157.751807965,21.280696463
628,-157.751848434999,21.280755484
629,-157.751889755,21.280855155
630,-157.751937338999,21.280941328
631,-157.751948806,21.281000134
632,-157.751990347,21.281077234
633,-157.752254329,21.281621223
634,-157.752259936,21.281670944
635,-157.752289775,21.281720852
636,-157.752319193999,21.281802375
637,-157.752366579,21.281897581
638,-157.752402063,21.281974628
639,-157.752442755999,21.282011067
640,-157.752448363,21.2820608
641,-157.752553758999,21.282264841
642,-157.752560453,21.282323608
643,-157.752677941999,21.282541292
644,-157.752695657999,21.282595623
645,-157.752795424999,21.282763481
646,-157.752812965,21.282813306
647,-157.752947728999,21.283130485
648,-157.753001188,21.283216699
649,-157.753042722999,21.283298315
650,-157.753088611,21.283411573
651,-157.753142063,21.283502304
652,-157.753153728999,21.283552077
653,-157.753177295999,21.283620009
654,-157.753200856,21.283692458
655,-157.75323657,21.283742407
656,-157.753265988999,21.283823928
657,-157.753318134,21.283928196
658,-157.753423762,21.284105138
659,-157.753447343999,21.284164038
660,-157.753518063,21.28435879
661,-157.753565473,21.284440447
662,-157.753618681999,21.284567308
663,-157.753636405999,21.284617123
664,-157.753688573,21.284707852
665,-157.753718198999,21.284775824
666,-157.753753905999,21.28483029
667,-157.753789192999,21.284916369
668,-157.753812775999,21.284975268
669,-157.753836123,21.285065782
670,-157.753859911999,21.285111122
671,-157.753888466999,21.285161017
672,-157.753912049999,21.285219916
673,-157.753959430999,21.285319638
674,-157.754041225,21.285478339
675,-157.754083404999,21.285614153
676,-157.754129707,21.285700313
677,-157.754159363,21.28575022
678,-157.754294375,21.286031266
679,-157.754358682,21.286108538
680,-157.754435061,21.286212991
681,-157.754517972999,21.286362661
682,-157.754646748999,21.286530734
683,-157.754676412999,21.286576124
684,-157.755281276,21.287145213
685,-157.755604503,21.287400554
686,-157.755634366,21.287436912
687,-157.755698888,21.287496108
688,-157.755716619999,21.287541405
689,-157.755770296,21.287609553
690,-157.755810327,21.287713748
691,-157.755823072999,21.287777072
692,-157.755875,21.287903931
693,-157.755881694999,21.287962698
694,-157.755928621,21.288116627
695,-157.755969275,21.288288569
696,-157.755981335999,21.288433188
697,-157.756016573,21.288550893
698,-157.756040551,21.288704648
699,-157.756064349,21.288745471
700,-157.756093031,21.289052836
701,-157.756117437,21.289170449
702,-157.756122161999,21.289310509
703,-157.756145725,21.289382957
704,-157.756198753,21.289509818
705,-157.756246357999,21.289586957
706,-157.756264049999,21.28976777
707,-157.756287399,21.289858272
708,-157.756305131,21.28990357
709,-157.756310718999,21.289966852
710,-157.756381858999,21.290242911
711,-157.756358102999,21.290622149
712,-157.756340505999,21.290716872
713,-157.756316424,21.290847685
714,-157.756270005999,21.290942193
715,-157.756152530999,21.291153617
716,-157.756058725,21.291261327
717,-157.756017528999,21.291306194
718,-157.755906119,21.291513143
719,-157.755852795,21.291675355
720,-157.755771234,21.291927706
721,-157.755741725999,21.292008786
722,-157.755694231999,21.292198139
723,-157.755518833999,21.292576263
724,-157.755494986999,21.292675461
725,-157.755407138,21.292954846
726,-157.751225379,21.279346103
727,-157.751143361999,21.279214509
728,-157.750897124,21.2787113
729,-157.750873329999,21.278670477
730,-157.750855607,21.278620662
731,-157.750761887,21.278461877
732,-157.750744166,21.278412051
733,-157.750614979,21.278167186
734,-157.750467840999,21.277899592
735,-157.750450128,21.27784526
736,-157.750396685999,21.277750012
737,-157.750255828,21.277459878
738,-157.750232224999,21.277414539
739,-157.750190494,21.277341955
740,-157.750168183,21.277292101
741,-157.750062388999,21.27711064
742,-157.750049622999,21.277060865
743,-157.749999725,21.276974379
744,-157.750220772999,21.276913077
745,-157.750220313999,21.276967274
746,-157.750256024999,21.277017234
747,-157.750297334999,21.277121422
748,-157.750326981,21.277175846
749,-157.750384964999,21.277298232
750,-157.750414626999,21.277343623
751,-157.750444012999,21.277443212
752,-157.750479509999,21.277511227
753,-157.750503068999,21.277583676
754,-157.750625966999,21.277855599
755,-157.750649556,21.277909982
756,-157.750696097999,21.277960012
757,-157.750737393,21.278073243
758,-157.750760982,21.278127615
759,-157.750772646,21.278177389
760,-157.750914583999,21.278481074
761,-157.750954809,21.278576226
762,-157.750990292,21.278653274
763,-157.75102598,21.278716783
764,-157.751043495999,21.278780147
765,-157.751061034999,21.278829962
766,-157.751090651999,21.278902452
767,-157.751126148999,21.278970467
768,-157.751161609,21.279061074
769,-157.75118519,21.279119963
770,-157.751213323,21.279201473
771,-157.751225379,21.279346103
